mets	metBiGGID	metChEBIID	metEHMNID	metHMDBID	metHMR2ID	metHepatoNET1ID	metKEGGID	metLipidMapsID	metMetaNetXID	metPubChemID	metRecon3DID	metRetired	metsNoComp
"MAM00094e"	"dcsptn1"	"CHEBI:65136"	""	""	"m00094s"	""	""	"LMFA04000064"	"MNXM11427"	"159656"	"dcsptn1"	"m00094s"	"MAM00094"
"MAM00095c"	"c226coa"	"CHEBI:65132"	"CE4827"	""	"m00095c"	""	"C16169"	"LMFA07050050"	"MNXM3234;MNXM91778"	""	"CE4827;c226coa"	"m00095c"	"MAM00095"
"MAM00095m"	"c226coa"	"CHEBI:65132"	"CE4827"	""	"m00095m"	""	"C16169"	"LMFA07050050"	"MNXM3234;MNXM91778"	""	"CE4827;c226coa"	"m00095m"	"MAM00095"
"MAM00095x"	"c226coa"	"CHEBI:65132"	"CE4827"	""	"m00095p"	""	"C16169"	"LMFA07050050"	"MNXM3234;MNXM91778"	""	"CE4827;c226coa"	"m00095p"	"MAM00095"
"MAM00095r"	"c226coa"	"CHEBI:65132"	"CE4827"	""	"m00095r"	""	"C16169"	"LMFA07050050"	"MNXM3234;MNXM91778"	""	"CE4827;c226coa"	"m00095r"	"MAM00095"
"MAM00096c"	""	""	""	""	"m00096c"	""	"C02100"	""	"MNXM92760"	""	"M00096"	"m00096c"	"MAM00096"
"MAM00097e"	"gluala"	"CHEBI:50619"	""	"HMDB0006248"	"m00097s"	""	""	""	"MNXM59390"	"440103"	"gluala"	"m00097s"	"MAM00097"
"MAM00098c"	""	""	"CE2566"	""	"m00098c"	""	""	""	"MNXM162637"	""	"CE2566"	"m00098c"	"MAM00098"
"MAM00098x"	""	""	"CE2566"	""	"m00098p"	""	""	""	"MNXM162637"	""	"CE2566"	"m00098p"	"MAM00098"
"MAM00098r"	""	""	"CE2566"	""	"m00098r"	""	""	""	"MNXM162637"	""	"CE2566"	"m00098r"	"MAM00098"
"MAM00099m"	""	""	"CE0695"	""	"m00099m"	"HC10695"	""	""	"MNXM163970"	""	"CE0695;HC10695"	"m00099m"	"MAM00099"
"MAM00099x"	""	""	"CE0695"	""	"m00099p"	"HC10695"	""	""	"MNXM163970"	""	"CE0695;HC10695"	"m00099p"	"MAM00099"
"MAM00100c"	""	""	""	""	"m00100c"	""	""	""	""	""	"M00100"	"m00100c"	"MAM00100"
"MAM00100m"	""	""	""	""	"m00100m"	""	""	""	""	""	"M00100"	"m00100m"	"MAM00100"
"MAM00100r"	""	""	""	""	"m00100r"	""	""	""	""	""	"M00100"	"m00100r"	"MAM00100"
"MAM00101c"	""	""	""	""	"m00101c"	""	""	"LMFA07050062"	"MNXM47372;MNXM488534"	""	"M00101"	"m00101c"	"MAM00101"
"MAM00101m"	""	""	""	""	"m00101m"	""	""	"LMFA07050062"	"MNXM47372;MNXM488534"	""	"M00101"	"m00101m"	"MAM00101"
"MAM00101r"	""	""	""	""	"m00101r"	""	""	"LMFA07050062"	"MNXM47372;MNXM488534"	""	"M00101"	"m00101r"	"MAM00101"
"MAM00102c"	"tmndnccrn"	""	""	""	"m00102c"	""	""	""	"MNXM9158"	""	"tmndnccrn"	"m00102c"	"MAM00102"
"MAM00102m"	"tmndnccrn"	""	""	""	"m00102m"	""	""	""	"MNXM9158"	""	"tmndnccrn"	"m00102m"	"MAM00102"
"MAM00102r"	"tmndnccrn"	""	""	""	"m00102r"	""	""	""	"MNXM9158"	""	"tmndnccrn"	"m00102r"	"MAM00102"
"MAM00103c"	"tmndnccoa"	""	"CE4813"	""	"m00103c"	""	"C16165"	"LMFA07050063"	"MNXM1449;MNXM2869"	"52922050"	"tmndnccoa"	"m00103c"	"MAM00103"
"MAM00103m"	"tmndnccoa"	""	"CE4813"	""	"m00103m"	""	"C16165"	"LMFA07050063"	"MNXM1449;MNXM2869"	"52922050"	"tmndnccoa"	"m00103m"	"MAM00103"
"MAM00103r"	"tmndnccoa"	""	"CE4813"	""	"m00103r"	""	"C16165"	"LMFA07050063"	"MNXM1449;MNXM2869"	"52922050"	"tmndnccoa"	"m00103r"	"MAM00103"
"MAM00104c"	"lneldc"	""	""	""	"m00104c"	""	""	"LMFA01030332"	"MNXM8844"	"5282457"	"lneldc"	"m00104c"	"MAM00104"
"MAM00104l"	"lneldc"	""	""	""	"m00104l"	""	""	"LMFA01030332"	"MNXM8844"	"5282457"	"lneldc"	"m00104l"	"MAM00104"
"MAM00104r"	"lneldc"	""	""	""	"m00104r"	""	""	"LMFA01030332"	"MNXM8844"	"5282457"	"lneldc"	"m00104r"	"MAM00104"
"MAM00104e"	"lneldc"	""	""	""	"m00104s"	""	""	"LMFA01030332"	"MNXM8844"	"5282457"	"lneldc"	"m00104s"	"MAM00104"
"MAM00105c"	"lneldccrn"	""	""	""	"m00105c"	""	""	""	"MNXM8845"	"53477834"	"lneldccrn"	"m00105c"	"MAM00105"
"MAM00105m"	"lneldccrn"	""	""	""	"m00105m"	""	""	""	"MNXM8845"	"53477834"	"lneldccrn"	"m00105m"	"MAM00105"
"MAM00105r"	"lneldccrn"	""	""	""	"m00105r"	""	""	""	"MNXM8845"	"53477834"	"lneldccrn"	"m00105r"	"MAM00105"
"MAM00106c"	"lneldccoa"	""	""	""	"m00106c"	""	""	"LMFA07050060"	"MNXM4036"	""	"lneldccoa"	"m00106c"	"MAM00106"
"MAM00106m"	"lneldccoa"	""	""	""	"m00106m"	""	""	"LMFA07050060"	"MNXM4036"	""	"lneldccoa"	"m00106m"	"MAM00106"
"MAM00106r"	"lneldccoa"	""	""	""	"m00106r"	""	""	"LMFA07050060"	"MNXM4036"	""	"lneldccoa"	"m00106r"	"MAM00106"
"MAM00107c"	"strdnccrn"	""	""	""	"m00107c"	""	""	""	"MNXM9118"	"53477835"	"strdnccrn"	"m00107c"	"MAM00107"
"MAM00107m"	"strdnccrn"	""	""	""	"m00107m"	""	""	""	"MNXM9118"	"53477835"	"strdnccrn"	"m00107m"	"MAM00107"
"MAM00107r"	"strdnccrn"	""	""	""	"m00107r"	""	""	""	"MNXM9118"	"53477835"	"strdnccrn"	"m00107r"	"MAM00107"
"MAM00108c"	"strdnccoa"	"CHEBI:63545"	"CE4815"	""	"m00108c"	""	"C16163"	"LMFA07050046"	"MNXM3361"	"23724640"	"strdnccoa"	"m00108c"	"MAM00108"
"MAM00108m"	"strdnccoa"	"CHEBI:63545"	"CE4815"	""	"m00108m"	""	"C16163"	"LMFA07050046"	"MNXM3361"	"23724640"	"strdnccoa"	"m00108m"	"MAM00108"
"MAM00108r"	"strdnccoa"	"CHEBI:63545"	"CE4815"	""	"m00108r"	""	"C16163"	"LMFA07050046"	"MNXM3361"	"23724640"	"strdnccoa"	"m00108r"	"MAM00108"
"MAM00109c"	"tetpent6crn"	""	""	""	"m00109c"	""	""	""	"MNXM9140"	""	"tetpent6crn"	"m00109c"	"MAM00109"
"MAM00109r"	"tetpent6crn"	""	""	""	"m00109r"	""	""	""	"MNXM9140"	""	"tetpent6crn"	"m00109r"	"MAM00109"
"MAM00110c"	"tetpent6coa"	"CHEBI:63546"	"CE4836"	""	"m00110c"	""	"C16172"	"LMFA07050042"	"MNXM5944"	"23724649"	"tetpent6coa"	"m00110c"	"MAM00110"
"MAM00110x"	"tetpent6coa"	"CHEBI:63546"	"CE4836"	""	"m00110p"	""	"C16172"	"LMFA07050042"	"MNXM5944"	"23724649"	"tetpent6coa"	"m00110p"	"MAM00110"
"MAM00110r"	"tetpent6coa"	"CHEBI:63546"	"CE4836"	""	"m00110r"	""	"C16172"	"LMFA07050042"	"MNXM5944"	"23724649"	"tetpent6coa"	"m00110r"	"MAM00110"
"MAM00111c"	"tetpent6"	""	"CE4839"	""	"m00111c"	""	""	"LMFA01030820"	"MNXM12998"	"14505435"	"tetpent6"	"m00111c"	"MAM00111"
"MAM00111l"	"tetpent6"	""	"CE4839"	""	"m00111l"	""	""	"LMFA01030820"	"MNXM12998"	"14505435"	"tetpent6"	"m00111l"	"MAM00111"
"MAM00111r"	"tetpent6"	""	"CE4839"	""	"m00111r"	""	""	"LMFA01030820"	"MNXM12998"	"14505435"	"tetpent6"	"m00111r"	"MAM00111"
"MAM00111e"	"tetpent6"	""	"CE4839"	""	"m00111s"	""	""	"LMFA01030820"	"MNXM12998"	"14505435"	"tetpent6"	"m00111s"	"MAM00111"
"MAM00112c"	""	""	""	""	"m00112c"	""	""	""	""	""	"M00112"	"m00112c"	"MAM00112"
"MAM00112r"	""	""	""	""	"m00112r"	""	""	""	""	""	"M00112"	"m00112r"	"MAM00112"
"MAM00113c"	"tethex3coa"	""	""	""	"m00113c"	""	"C16168"	"LMFA07050051"	"MNXM6449;MNXM846"	"53477806"	"tethex3coa"	"m00113c"	"MAM00113"
"MAM00113x"	"tethex3coa"	""	""	""	"m00113p"	""	"C16168"	"LMFA07050051"	"MNXM6449;MNXM846"	"53477806"	"tethex3coa"	"m00113p"	"MAM00113"
"MAM00113r"	"tethex3coa"	""	""	""	"m00113r"	""	"C16168"	"LMFA07050051"	"MNXM6449;MNXM846"	"53477806"	"tethex3coa"	"m00113r"	"MAM00113"
"MAM00114c"	"tethex3"	""	"CE4786"	"HMDB0013025"	"m00114c"	""	""	"LMFA01030822"	"MNXM12996;MNXM38482;MNXM83807"	"53481586"	"tethex3"	"m00114c"	"MAM00114"
"MAM00114l"	"tethex3"	""	"CE4786"	"HMDB0013025"	"m00114l"	""	""	"LMFA01030822"	"MNXM12996;MNXM38482;MNXM83807"	"53481586"	"tethex3"	"m00114l"	"MAM00114"
"MAM00114r"	"tethex3"	""	"CE4786"	"HMDB0013025"	"m00114r"	""	""	"LMFA01030822"	"MNXM12996;MNXM38482;MNXM83807"	"53481586"	"tethex3"	"m00114r"	"MAM00114"
"MAM00114e"	"tethex3"	""	"CE4786"	"HMDB0013025"	"m00114s"	""	""	"LMFA01030822"	"MNXM12996;MNXM38482;MNXM83807"	"53481586"	"tethex3"	"m00114s"	"MAM00114"
"MAM00115c"	""	""	""	""	"m00115c"	""	""	"LMFA01030068"	"MNXM24151;MNXM26693"	""	"M00115"	"m00115c"	"MAM00115"
"MAM00115l"	""	""	""	""	"m00115l"	""	""	"LMFA01030068"	"MNXM24151;MNXM26693"	""	"M00115"	"m00115l"	"MAM00115"
"MAM00115r"	""	""	""	""	"m00115r"	""	""	"LMFA01030068"	"MNXM24151;MNXM26693"	""	"M00115"	"m00115r"	"MAM00115"
"MAM00115e"	""	""	""	""	"m00115s"	""	""	"LMFA01030068"	"MNXM24151;MNXM26693"	""	"M00115"	"m00115s"	"MAM00115"
"MAM00116c"	""	""	""	""	"m00116c"	""	""	""	""	""	"M00116"	"m00116c"	"MAM00116"
"MAM00116m"	""	""	""	""	"m00116m"	""	""	""	""	""	"M00116"	"m00116m"	"MAM00116"
"MAM00116r"	""	""	""	""	"m00116r"	""	""	""	""	""	"M00116"	"m00116r"	"MAM00116"
"MAM00117c"	""	"CHEBI:53206"	""	""	"m00117c"	""	""	"LMFA01030249"	"MNXM153529"	""	"M00117"	"m00117c"	"MAM00117"
"MAM00117l"	""	"CHEBI:53206"	""	""	"m00117l"	""	""	"LMFA01030249"	"MNXM153529"	""	"M00117"	"m00117l"	"MAM00117"
"MAM00117r"	""	"CHEBI:53206"	""	""	"m00117r"	""	""	"LMFA01030249"	"MNXM153529"	""	"M00117"	"m00117r"	"MAM00117"
"MAM00117e"	""	"CHEBI:53206"	""	""	"m00117s"	""	""	"LMFA01030249"	"MNXM153529"	""	"M00117"	"m00117s"	"MAM00117"
"MAM00118c"	""	""	"CE0784"	""	"m00118c"	"HC10784"	""	""	"MNXM163972;MNXM167439"	""	"CE0784;HC10784"	"m00118c"	"MAM00118"
"MAM00118m"	""	""	"CE0784"	""	"m00118m"	"HC10784"	""	""	"MNXM163972;MNXM167439"	""	"CE0784;HC10784"	"m00118m"	"MAM00118"
"MAM00118x"	""	""	"CE0784"	""	"m00118p"	"HC10784"	""	""	"MNXM163972;MNXM167439"	""	"CE0784;HC10784"	"m00118p"	"MAM00118"
"MAM00118r"	""	""	"CE0784"	""	"m00118r"	"HC10784"	""	""	"MNXM163972;MNXM167439"	""	"CE0784;HC10784"	"m00118r"	"MAM00118"
"MAM00119c"	"adrncoa"	"CHEBI:63544"	""	""	"m00119c"	""	"C16170"	"LMFA07050040"	"MNXM90397"	""	"adrncoa"	"m00119c"	"MAM00119"
"MAM00119m"	"adrncoa"	"CHEBI:63544"	""	""	"m00119m"	""	"C16170"	"LMFA07050040"	"MNXM90397"	""	"adrncoa"	"m00119m"	"MAM00119"
"MAM00119r"	"adrncoa"	"CHEBI:63544"	""	""	"m00119r"	""	"C16170"	"LMFA07050040"	"MNXM90397"	""	"adrncoa"	"m00119r"	"MAM00119"
"MAM00120c"	"clpndcrn"	""	""	""	"m00120c"	""	""	""	"MNXM8437"	""	"clpndcrn"	"m00120c"	"MAM00120"
"MAM00120m"	"clpndcrn"	""	""	""	"m00120m"	""	""	""	"MNXM8437"	""	"clpndcrn"	"m00120m"	"MAM00120"
"MAM00120r"	"clpndcrn"	""	""	""	"m00120r"	""	""	""	"MNXM8437"	""	"clpndcrn"	"m00120r"	"MAM00120"
"MAM00121c"	"clpndcoa"	"CHEBI:63541"	"CE4822"	"HMDB0006267"	"m00121c"	""	"C16166"	"LMFA07050048"	"MNXM4529;MNXM97364"	"53477812"	"clpndcoa"	"m00121c"	"MAM00121"
"MAM00121m"	"clpndcoa"	"CHEBI:63541"	"CE4822"	"HMDB0006267"	"m00121m"	""	"C16166"	"LMFA07050048"	"MNXM4529;MNXM97364"	"53477812"	"clpndcoa"	"m00121m"	"MAM00121"
"MAM00121r"	"clpndcoa"	"CHEBI:63541"	"CE4822"	"HMDB0006267"	"m00121r"	""	"C16166"	"LMFA07050048"	"MNXM4529;MNXM97364"	"53477812"	"clpndcoa"	"m00121r"	"MAM00121"
"MAM00122c"	""	""	""	""	"m00122c"	""	""	""	""	""	"M00122"	"m00122c"	"MAM00122"
"MAM00122m"	""	""	""	""	"m00122m"	""	""	""	""	""	"M00122"	"m00122m"	"MAM00122"
"MAM00122r"	""	""	""	""	"m00122r"	""	""	""	""	""	"M00122"	"m00122r"	"MAM00122"
"MAM00123c"	""	""	""	""	"m00123c"	""	""	"LMFA07050061"	"MNXM47370;MNXM499645"	""	"M00123"	"m00123c"	"MAM00123"
"MAM00123m"	""	""	""	""	"m00123m"	""	""	"LMFA07050061"	"MNXM47370;MNXM499645"	""	"M00123"	"m00123m"	"MAM00123"
"MAM00123r"	""	""	""	""	"m00123r"	""	""	"LMFA07050061"	"MNXM47370;MNXM499645"	""	"M00123"	"m00123r"	"MAM00123"
"MAM00124c"	"eicostetcrn"	""	""	""	"m00124c"	""	""	""	"MNXM8574"	""	"eicostetcrn"	"m00124c"	"MAM00124"
"MAM00124m"	"eicostetcrn"	""	""	""	"m00124m"	""	""	""	"MNXM8574"	""	"eicostetcrn"	"m00124m"	"MAM00124"
"MAM00124r"	"eicostetcrn"	""	""	""	"m00124r"	""	""	""	"MNXM8574"	""	"eicostetcrn"	"m00124r"	"MAM00124"
"MAM00125c"	"eicostetcoa"	""	"CE4814"	""	"m00125c"	""	"C16164"	"LMFA07050047"	"MNXM5146"	"23724641"	"eicostetcoa"	"m00125c"	"MAM00125"
"MAM00125m"	"eicostetcoa"	""	"CE4814"	""	"m00125m"	""	"C16164"	"LMFA07050047"	"MNXM5146"	"23724641"	"eicostetcoa"	"m00125m"	"MAM00125"
"MAM00125r"	"eicostetcoa"	""	"CE4814"	""	"m00125r"	""	"C16164"	"LMFA07050047"	"MNXM5146"	"23724641"	"eicostetcoa"	"m00125r"	"MAM00125"
"MAM00126c"	"elaidcrn"	""	""	"HMDB0006464"	"m00126c"	""	""	""	"MNXM173930;MNXM8576"	"53477837"	"elaidcrn"	"m00126c"	"MAM00126"
"MAM00126m"	"elaidcrn"	""	""	"HMDB0006464"	"m00126m"	""	""	""	"MNXM173930;MNXM8576"	"53477837"	"elaidcrn"	"m00126m"	"MAM00126"
"MAM00126r"	"elaidcrn"	""	""	"HMDB0006464"	"m00126r"	""	""	""	"MNXM173930;MNXM8576"	"53477837"	"elaidcrn"	"m00126r"	"MAM00126"
"MAM00127c"	""	""	""	""	"m00127c"	""	""	""	"MNXM11476"	""	"M00127"	"m00127c"	"MAM00127"
"MAM00127m"	""	""	""	""	"m00127m"	""	""	""	"MNXM11476"	""	"M00127"	"m00127m"	"MAM00127"
"MAM00127r"	""	""	""	""	"m00127r"	""	""	""	"MNXM11476"	""	"M00127"	"m00127r"	"MAM00127"
"MAM00128c"	"ttdcea"	""	""	""	"m00128c"	""	""	"LMFA01030250"	"MNXM173931;MNXM62836;MNXM641"	"68344"	"ttdcea"	"m00128c"	"MAM00128"
"MAM00128l"	"ttdcea"	""	""	""	"m00128l"	""	""	"LMFA01030250"	"MNXM173931;MNXM62836;MNXM641"	"68344"	"ttdcea"	"m00128l"	"MAM00128"
"MAM00128r"	"ttdcea"	""	""	""	"m00128r"	""	""	"LMFA01030250"	"MNXM173931;MNXM62836;MNXM641"	"68344"	"ttdcea"	"m00128r"	"MAM00128"
"MAM00128e"	"ttdcea"	""	""	""	"m00128s"	""	""	"LMFA01030250"	"MNXM173931;MNXM62836;MNXM641"	"68344"	"ttdcea"	"m00128s"	"MAM00128"
"MAM00129c"	""	""	""	""	"m00129c"	""	""	""	""	""	"M00129"	"m00129c"	"MAM00129"
"MAM00129m"	""	""	""	""	"m00129m"	""	""	""	""	""	"M00129"	"m00129m"	"MAM00129"
"MAM00129r"	""	""	""	""	"m00129r"	""	""	""	""	""	"M00129"	"m00129r"	"MAM00129"
"MAM00130c"	"tettet6crn"	""	""	""	"m00130c"	""	""	""	"MNXM9141"	""	"tettet6crn"	"m00130c"	"MAM00130"
"MAM00130r"	"tettet6crn"	""	""	""	"m00130r"	""	""	""	"MNXM9141"	""	"tettet6crn"	"m00130r"	"MAM00130"
"MAM00131c"	"CE4837;tettet6coa"	"CHEBI:63548"	"CE4837"	"HMDB0006516"	"m00131c"	""	"C16171"	"LMFA07050041"	"MNXM1512;MNXM5945;MNXM165171"	"53477846"	"CE4837;tettet6coa"	"CE4837_c;m00131c;MAM03354c"	"MAM00131"
"MAM00131x"	"tettet6coa"	"CHEBI:63548"	"CE4837"	"HMDB0006516"	"m00131p"	""	"C16171"	"LMFA07050041"	"MNXM1512;MNXM5945"	"53477846"	"tettet6coa"	"m00131p"	"MAM00131"
"MAM00131r"	"CE4837;tettet6coa"	"CHEBI:63548"	"CE4837"	"HMDB0006516"	"m00131r"	""	"C16171"	"LMFA07050041"	"MNXM1512;MNXM5945;MNXM165171"	"53477846"	"CE4837;tettet6coa"	"CE4837_r;m00131r;MAM03354r"	"MAM00131"
"MAM00132c"	"tettet6"	""	""	""	"m00132c"	""	""	"LMFA01030819"	"MNXM12999"	"152972"	"tettet6"	"m00132c"	"MAM00132"
"MAM00132l"	"tettet6"	""	""	""	"m00132l"	""	""	"LMFA01030819"	"MNXM12999"	"152972"	"tettet6"	"m00132l"	"MAM00132"
"MAM00132r"	"tettet6"	""	""	""	"m00132r"	""	""	"LMFA01030819"	"MNXM12999"	"152972"	"tettet6"	"m00132r"	"MAM00132"
"MAM00132e"	"tettet6"	""	""	""	"m00132s"	""	""	"LMFA01030819"	"MNXM12999"	"152972"	"tettet6"	"m00132s"	"MAM00132"
"MAM00133c"	"tetpent3crn"	""	""	""	"m00133c"	""	""	""	"MNXM9139"	""	"tetpent3crn"	"m00133c"	"MAM00133"
"MAM00133r"	"tetpent3crn"	""	""	""	"m00133r"	""	""	""	"MNXM9139"	""	"tetpent3crn"	"m00133r"	"MAM00133"
"MAM00134c"	"tetpent3coa"	"CHEBI:63543"	"CE4824"	""	"m00134c"	""	"C16167"	"LMFA07050049"	"MNXM169215;MNXM5306"	"23724644"	"tetpent3coa"	"m00134c"	"MAM00134"
"MAM00134x"	"tetpent3coa"	"CHEBI:63543"	"CE4824"	""	"m00134p"	""	"C16167"	"LMFA07050049"	"MNXM169215;MNXM5306"	"23724644"	"tetpent3coa"	"m00134p"	"MAM00134"
"MAM00134r"	"tetpent3coa"	"CHEBI:63543"	"CE4824"	""	"m00134r"	""	"C16167"	"LMFA07050049"	"MNXM169215;MNXM5306"	"23724644"	"tetpent3coa"	"m00134r"	"MAM00134"
"MAM00135c"	"tetpent3"	""	""	""	"m00135c"	""	""	"LMFA01030821"	"MNXM12997"	"52921801"	"tetpent3"	"m00135c"	"MAM00135"
"MAM00135l"	"tetpent3"	""	""	""	"m00135l"	""	""	"LMFA01030821"	"MNXM12997"	"52921801"	"tetpent3"	"m00135l"	"MAM00135"
"MAM00135r"	"tetpent3"	""	""	""	"m00135r"	""	""	"LMFA01030821"	"MNXM12997"	"52921801"	"tetpent3"	"m00135r"	"MAM00135"
"MAM00135e"	"tetpent3"	""	""	""	"m00135s"	""	""	"LMFA01030821"	"MNXM12997"	"52921801"	"tetpent3"	"m00135s"	"MAM00135"
"MAM00136c"	""	""	""	""	"m00136c"	""	"C03245"	""	"MNXM15750"	""	"M00136"	"m00136c"	"MAM00136"
"MAM00137c"	""	""	""	""	"m00137c"	""	"C03245"	""	"MNXM15750"	""	"M00137"	"m00137c"	"MAM00137"
"MAM00138g"	"g1m8masn"	""	""	""	"m00138g"	""	""	""	"MNXM5381"	""	"g1m8masn"	"m00138g"	"MAM00138"
"MAM00138r"	"g1m8masn"	""	""	""	"m00138r"	""	""	""	"MNXM5381"	""	"g1m8masn"	"m00138r"	"MAM00138"
"MAM00139g"	"g2m8masn"	""	""	""	"m00139g"	""	""	""	"MNXM6531"	""	"g2m8masn"	"m00139g"	"MAM00139"
"MAM00139r"	"g2m8masn"	""	""	""	"m00139r"	""	""	""	"MNXM6531"	""	"g2m8masn"	"m00139r"	"MAM00139"
"MAM00140g"	"g3m8masn"	""	""	""	"m00140g"	""	""	""	"MNXM6013"	""	"g3m8masn"	"m00140g"	"MAM00140"
"MAM00140r"	"g3m8masn"	""	""	""	"m00140r"	""	""	""	"MNXM6013"	""	"g3m8masn"	"m00140r"	"MAM00140"
"MAM00141l"	"m2mn"	""	""	"HMDB0006537"	"m00141l"	""	""	""	"MNXM6014"	"53477854"	"m2mn"	"m00141l"	"MAM00141"
"MAM00142g"	"m4masn"	""	""	""	"m00142g"	""	""	""	"MNXM6534"	""	"m4masn"	"m00142g"	"MAM00142"
"MAM00143g"	"m5masnB1"	""	""	""	"m00143g"	""	""	""	"MNXM6536"	""	"m5masnB1"	"m00143g"	"MAM00143"
"MAM00144g"	"m5masnB2"	""	""	""	"m00144g"	""	""	""	"MNXM9447"	""	"m5masnB2"	"m00144g"	"MAM00144"
"MAM00145g"	"m5masnC"	""	""	""	"m00145g"	""	""	""	"MNXM7932"	""	"m5masnC"	"m00145g"	"MAM00145"
"MAM00146g"	"m6masnA"	""	""	""	"m00146g"	""	""	""	"MNXM9451"	""	"m6masnA"	"m00146g"	"MAM00146"
"MAM00147g"	"m6masnB1"	""	""	""	"m00147g"	""	""	""	"MNXM9450"	""	"m6masnB1"	"m00147g"	"MAM00147"
"MAM00148g"	"m6masnB2"	""	""	""	"m00148g"	""	""	""	"MNXM6538"	""	"m6masnB2"	"m00148g"	"MAM00148"
"MAM00149g"	"m6masnC"	""	""	""	"m00149g"	""	""	""	"MNXM6537"	""	"m6masnC"	"m00149g"	"MAM00149"
"MAM00150g"	"m7masnA"	""	""	""	"m00150g"	""	""	""	"MNXM5382"	""	"m7masnA"	"m00150g"	"MAM00150"
"MAM00151g"	"m7masnB"	""	""	""	"m00151g"	""	""	""	"MNXM6539"	""	"m7masnB"	"m00151g"	"MAM00151"
"MAM00151r"	"m7masnB"	""	""	""	"m00151r"	""	""	""	"MNXM6539"	""	"m7masnB"	"m00151r"	"MAM00151"
"MAM00152g"	"m7masnC"	""	""	""	"m00152g"	""	""	""	"MNXM9454"	""	"m7masnC"	"m00152g"	"MAM00152"
"MAM00153g"	"m8masn"	""	""	""	"m00153g"	""	""	""	"MNXM6015"	""	"m8masn"	"m00153g"	"MAM00153"
"MAM00153r"	"m8masn"	""	""	""	"m00153r"	""	""	""	"MNXM6015"	""	"m8masn"	"m00153r"	"MAM00153"
"MAM00154r"	""	"CHEBI:53019"	""	""	"m00154r"	""	"G00008"	""	"MNXM147644"	""	""	"m00154r"	"MAM00154"
"MAM00157c"	"bhb"	"CHEBI:17066"	""	"HMDB0000011"	"m00157c"	"HC00661"	"C01089"	"LMFA01050005"	"MNXM663"	"92135"	"bhb"	"m00157c"	"MAM00157"
"MAM00157m"	"bhb"	"CHEBI:17066"	""	"HMDB0000011"	"m00157m"	"HC00661"	"C01089"	"LMFA01050005"	"MNXM663"	"92135"	"bhb"	"m00157m"	"MAM00157"
"MAM00157e"	"bhb"	"CHEBI:17066"	""	"HMDB0000011"	"m00157s"	"HC00661"	"C01089"	"LMFA01050005"	"MNXM663"	"92135"	"bhb"	"m00157s"	"MAM00157"
"MAM00158c"	""	""	""	""	"m00158c"	"HC01321"	"C04618"	""	"MNXM91793"	""	"HC01321"	"m00158c"	"MAM00158"
"MAM00159m"	"3hbcoa__R"	"CHEBI:15452"	""	""	"m00159m"	""	"C03561"	""	"MNXM1058"	"11966146"	"3hbcoa_R"	"m00159m"	"MAM00159"
"MAM00160c"	""	""	""	""	"m00160c"	"HC01322"	"C04619"	""	"MNXM7127"	""	"HC01322"	"m00160c"	"MAM00160"
"MAM00161c"	""	""	""	""	"m00161c"	"HC01323"	"C04620"	""	"MNXM10019"	""	"HC01323"	"m00161c"	"MAM00161"
"MAM00162c"	""	""	""	""	"m00162c"	"HC01326"	"C04633"	""	"MNXM2576"	""	"HC01326"	"m00162c"	"MAM00162"
"MAM00163c"	"4ppcys"	"CHEBI:15769"	""	""	"m00163c"	"HC01276"	"C04352"	""	"MNXM483"	"440304"	"4ppcys"	"m00163c"	"MAM00163"
"MAM00163m"	"4ppcys"	"CHEBI:15769"	""	""	"m00163m"	"HC01276"	"C04352"	""	"MNXM483"	"440304"	"4ppcys"	"m00163m"	"MAM00163"
"MAM00164c"	"5dpmev"	"CHEBI:15899"	""	""	"m00164c"	"HC00685"	"C01143"	""	"MNXM689"	"439418"	"5dpmev"	"m00164c"	"MAM00164"
"MAM00165c"	"5pmev"	"CHEBI:17436"	""	""	"m00165c"	"HC00670"	"C01107"	""	"MNXM567"	"439400"	"5pmev"	"m00165c"	"MAM00165"
"MAM00166m"	"mmcoa__R"	"CHEBI:15465"	""	""	"m00166m"	"HC00721"	"C01213"	""	"MNXM608"	"439291"	"mmcoa_R"	"m00166m"	"MAM00166"
"MAM00167c"	"mev__R"	"CHEBI:25351"	""	"HMDB0000227"	"m00167c"	"HC00343"	"C00418"	""	"MNXM333"	"449"	"mev_R"	"m00167c"	"MAM00167"
"MAM00167x"	"mev__R"	"CHEBI:25351"	""	"HMDB0000227"	"m00167p"	"HC00343"	"C00418"	""	"MNXM333"	"449"	"mev_R"	"m00167p"	"MAM00167"
"MAM00168c"	"lgt__S"	"CHEBI:15694"	""	""	"m00168c"	""	"C03451"	""	"MNXM1253"	"440018"	"lgt_S"	"m00168c"	"MAM00168"
"MAM00168m"	"lgt__S"	"CHEBI:15694"	""	""	"m00168m"	""	"C03451"	""	"MNXM1253"	"440018"	"lgt_S"	"m00168m"	"MAM00168"
"MAM00169c"	""	"CHEBI:35619"	""	"HMDB0000452"	"m00169c"	""	"C02356"	"LMFA01100034"	"MNXM17054"	"80283"	"C02356"	"m00169c"	"MAM00169"
"MAM00170m"	""	""	""	""	"m00170m"	""	""	""	"MNXM164005"	""	"M00170"	"m00170m"	"MAM00170"
"MAM00170x"	""	""	""	""	"m00170p"	""	""	""	"MNXM164005"	""	"M00170"	"m00170p"	"MAM00170"
